ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0502167,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",12/12/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,06/01/2020,64421.0,77,59856,,,,False
SP0502166,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,310.40",04/12/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£1,310.40",£0.00,,06/01/2020,64420.0,77,59856,,,,False
SP0502165,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,612.80",04/12/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£1,612.80",£0.00,,04/12/2019,64419.0,77,59856,,,,False
SP0502164,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,320.00",21/11/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£1,320.00",£0.00,,25/11/2019,64418.0,77,59856,,,,False
SP0502163,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",14/11/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,25/11/2019,64417.0,77,59856,,,,False
SP0502159,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",05/11/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,06/11/2019,64416.0,77,59856,,,,False
SP0502158,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",21/10/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,04/12/2019,64415.0,77,59856,,,,False
SP0502157,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",14/10/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,04/11/2019,64414.0,77,59856,,,,False
SP0502156,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,400.00",14/10/2019,Market research/canvassing,Oscar Research,"Suite 10, The Whitehouse, 42-44 The terrace, Torquay, TQ1 1DE, United Kingdom",£0.00,£0.00,"£2,400.00",£0.00,,04/11/2020,64413.0,77,59856,,,,False
SP0502154,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£450.00,12/03/2019,Media,Indy Cymru,"29 Brig Y Faenor, Llanllwch, SA31 3RJ, United Kingdom",£0.00,£0.00,£450.00,£0.00,,25/03/2019,74025.0,77,71162,,,,False
SP0502152,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,340.00",25/11/2019,Media,Greg Caine,,£0.00,£0.00,"£2,340.00",£0.00,,06/01/2020,74024.0,77,71160,,,,False
SP0502151,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,881.40",26/09/2019,Media,Greg Caine,,£0.00,£0.00,"£1,881.40",£0.00,,08/10/2019,74023.0,77,71160,,,,False
SP0502144,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,320.00",04/12/2019,Manifesto or Referendum material,Learning Disability Wales,"41 Lambourne Crescent, Cardiff, CF14 5GG, Wales",£0.00,£0.00,"£1,320.00",£0.00,,10/12/2019,64409.0,77,71156,,,,False
SP0502143,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£5,931.25",18/11/2019,Manifesto or Referendum material,Kutchibok,"Unit 5 Royal Stuart Workshops, Cardiff Bay, CF10 5BR, Wales",£0.00,£0.00,"£5,931.25",£0.00,,20/11/2019,64408.0,77,71155,,,,False
SP0502140,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£3,375.14",06/12/2019,Unsolicited material to electors,The Right Sort Mailing Co Ltd,"Unit 29 Penley Hall Ind Park, Wrexham, LL13 0LQ, Wales",£0.00,£0.00,"£3,375.14",£0.00,,10/12/2019,74022.0,77,71153,,,,False
SP0502139,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£4,779.06",27/11/2019,Unsolicited material to electors,The Right Sort Mailing Co Ltd,"Unit 29 Penley Hall Ind Park, Wrexham, LL13 0LQ, Wales",£0.00,£0.00,"£4,779.06",£0.00,,07/01/2020,74021.0,77,71153,,,,False
SP0502138,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£6,260.99",14/11/2019,Unsolicited material to electors,The Right Sort Mailing Co Ltd,"Unit 29 Penley Hall Ind Park, Wrexham, LL13 0LQ, Wales",£0.00,£0.00,"£6,260.99",£0.00,,25/11/2019,74020.0,77,71153,,,,False
SP0502137,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,726.62",01/11/2019,Unsolicited material to electors,The Right Sort Mailing Co Ltd,"Unit 29 Penley Hall Ind Park, Wrexham, LL13 0LQ, Wales",£0.00,£0.00,"£2,726.62",£0.00,,06/11/2019,74019.0,77,71153,,,,False
SP0502136,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,361.25",19/02/2019,Unsolicited material to electors,The Right Sort Mailing Co Ltd,"Unit 29 Penley Hall Ind Park, Wrexham, LL13 0LQ, Wales",£0.00,£0.00,"£1,361.25",£0.00,,15/04/2019,74018.0,77,71153,,,,False
SP0502135,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£205.83,24/11/2019,Unsolicited material to electors,Ryman,"3 Queens Arcade, Cardiff, CF10 2BY, Wales",£0.00,£0.00,£205.83,£0.00,,25/11/2019,74017.0,77,71152,,,,False
SP0502134,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,228.63",15/11/2019,Unsolicited material to electors,Royal Mail,"100 Victoria Embankment, London, EC4Y 0HQ, United Kingdom",£0.00,£0.00,"£2,228.63",£0.00,,15/11/2019,74016.0,77,71151,,,,False
SP0502133,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,256.18",06/11/2019,Unsolicited material to electors,Royal Mail,"100 Victoria Embankment, London, EC4Y 0HQ, United Kingdom",£0.00,£0.00,"£2,256.18",£0.00,,06/11/2019,64400.0,77,71151,,,,False
SP0502131,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£265.00,21/11/2019,Unsolicited material to electors,Minuteman Press,"Fulmar House, Cardiff, CF24 5PB, Wales",£0.00,£0.00,£265.00,£0.00,,21/11/2019,74015.0,77,71143,,,,False
SP0502130,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£377.00,10/12/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£377.00,£0.00,,10/12/2019,74014.0,77,2276,,,,False
SP0502129,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£307.20,04/10/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£307.20,£0.00,,04/10/2019,74013.0,77,2276,,,,False
SP0502127,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£806.00,10/12/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£806.00,£0.00,,07/01/2020,74012.0,77,2276,,,,False
SP0502126,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£2,371.00",10/12/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,"£2,371.00",£0.00,,07/01/2020,74011.0,77,2276,,,,False
SP0502125,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,775.00",29/11/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,"£1,775.00",£0.00,,07/01/2020,74010.0,77,2276,,,,False
SP0502124,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,050.00",09/12/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,"£1,050.00",£0.00,,08/01/2020,74009.0,77,2276,,,,False
SP0502123,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,095.00",22/11/2019,Unsolicited material to electors,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,"£1,095.00",£0.00,,26/11/2019,74008.0,77,2276,,,,False
SP0502120,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£993.00,18/11/2019,Unsolicited material to electors,Harcourt Colour Print,"Unit 11 Prydwen Road, Swansea, SA5 4HN, United Kingdom",£0.00,£0.00,£993.00,£0.00,,07/01/2020,64391.0,77,71149,,,,False
SP0502119,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£373.00,20/11/2019,Unsolicited material to electors,Harcourt Colour Print,"Unit 11 Prydwen Road, Swansea, SA5 4HN, United Kingdom",£0.00,£0.00,£373.00,£0.00,,07/01/2020,64390.0,77,71149,,,,False
SP0502118,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£3,953.00",14/11/2019,Unsolicited material to electors,Harcourt Colour Print,"Unit 11 Prydwen Road, Swansea, SA5 4HN, United Kingdom",£0.00,£0.00,"£3,953.00",£0.00,,22/11/2019,74007.0,77,71149,,,,False
SP0502117,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,07/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,19/12/2019,74006.0,77,2274,,,,False
SP0502116,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,06/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,07/12/2019,74005.0,77,2274,,,,False
SP0502115,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,04/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,05/12/2019,74004.0,77,2274,,,,False
SP0502114,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£704.70,03/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£704.70,£0.00,,04/12/2019,74003.0,77,2274,,,,False
SP0502113,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,26/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,27/11/2019,74002.0,77,2274,,,,False
SP0502112,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,23/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,25/11/2019,74001.0,77,2274,,,,False
SP0502111,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,20/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,21/11/2019,74000.0,77,2274,,,,False
SP0502110,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,17/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,18/11/2019,73999.0,77,2274,,,,False
SP0502109,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,13/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,14/11/2019,73998.0,77,2274,,,,False
SP0502108,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,10/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,10/11/2019,73997.0,77,2274,,,,False
SP0502107,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,07/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,08/11/2019,73996.0,77,2274,,,,False
SP0502106,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,04/11/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,05/11/2019,73995.0,77,2274,,,,False
SP0502105,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£599.00,31/10/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£599.00,£0.00,,01/11/2019,73994.0,77,2274,,,,False
SP0502104,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,20/10/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,21/10/2019,73993.0,77,2274,,,,False
SP0502103,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£251.68,30/09/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£251.68,£0.00,,01/10/2019,73992.0,77,2274,,,,False
SP0502102,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£456.22,31/08/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£456.22,£0.00,,02/09/2019,73991.0,77,2274,,,,False
SP0502101,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,22/08/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,23/08/2019,73990.0,77,2274,,,,False
SP0502098,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£598.15,30/06/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£598.15,£0.00,,01/07/2019,73989.0,77,2274,,,,False
SP0502095,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,22/04/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,23/04/2019,73988.0,77,2274,,,,False
SP0502092,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£337.64,31/03/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£337.64,£0.00,,01/04/2019,73987.0,77,2274,,,,False
SP0502089,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,24/02/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,25/02/2019,73986.0,77,2274,,,,False
SP0502088,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£600.00,11/02/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£600.00,£0.00,,12/02/2019,73985.0,77,2274,,,,False
SP0502087,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£455.79,31/01/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£455.79,£0.00,,01/02/2019,73984.0,77,2274,,,,False
SP0502086,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£600.00,17/01/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£600.00,£0.00,,18/01/2019,73983.0,77,2274,,,,False
SP0502085,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£260.23,31/12/2018,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£260.23,£0.00,,01/01/2019,73982.0,77,2274,,,,False
SP0502084,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£600.00,20/12/2018,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£600.00,£0.00,,21/12/2018,64363.0,77,2274,,,,False
SP0502082,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£533.99,01/11/2019,Advertising,C2O,"Unit 9 Wheel Forge Way, Manchester, M17 1EH, England",£0.00,£0.00,£533.99,£0.00,,01/11/2019,64362.0,77,71147,,,,False
SP0502079,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£12,000.00",11/12/2019,Advertising,Reach Publishing Services Ltd,"P.O. Box 2003, Liverpool, L69 3FR, United Kingdom",£0.00,£0.00,"£12,000.00",£0.00,,06/01/2020,64360.0,77,71144,,,,False
SP0502078,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£4,800.00",09/12/2019,Advertising,Reach Publishing Services Ltd,"P.O. Box 2003, Liverpool, L69 3FR, United Kingdom",£0.00,£0.00,"£4,800.00",£0.00,,06/01/2020,64359.0,77,71144,,,,False
SP0502077,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£4,800.00",05/12/2019,Advertising,Reach Publishing Services Ltd,"P.O. Box 2003, Liverpool, L69 3FR, United Kingdom",£0.00,£0.00,"£4,800.00",£0.00,,06/01/2020,64358.0,77,71144,,,,False
SP0502074,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£292.80,13/12/2018,Advertising,Patron Print,"House 1, The Maltings, Cardiff, CF24 5EA, United Kingdom",£0.00,£0.00,£292.80,£0.00,,07/01/2019,64357.0,77,2282,,,,False
SP0502073,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£335.00,15/03/2019,Advertising,Minuteman Press,"Fulmar House, Cardiff, CF24 5PB, Wales",£0.00,£0.00,£335.00,£0.00,,20/03/2019,73981.0,77,71143,,,,False
SP0502071,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£256.00,11/12/2019,Advertising,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£256.00,£0.00,,16/12/2019,73980.0,77,2276,,,,False
SP0502070,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£322.00,04/10/2019,Advertising,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£322.00,£0.00,,18/10/2019,73979.0,77,2276,,,,False
SP0502068,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£338.00,06/08/2019,Advertising,Low Cost Printing,"Precision House, Pentrpoeth Rd, Swansea, SA6 6AA, United Kingdom",£0.00,£0.00,£338.00,£0.00,,19/08/2019,73978.0,77,2276,,,,False
SP0502067,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£1,884.00",17/09/2019,Advertising,Humphreys signs Ltd,"Unit 6, Spencer Trading Estate, Denbighshire, LL16 5TQ, United Kingdom",£0.00,£0.00,"£1,884.00",£0.00,,18/09/2019,73977.0,77,2264,,,,False
SP0502066,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£432.50,31/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£432.50,£0.00,,01/01/2020,73976.0,77,2274,,,,False
SP0502065,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£540.00,07/05/2019,Advertising,Gwasg Dwyfor,"Uned 2, Stad Ddiwydiannol Penygroes, Gwynedd, LL54 6DB, United Kingdom",£0.00,£0.00,£540.00,£0.00,,16/05/2019,64350.0,77,2286,,,,False
SP0502064,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,12/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,12/12/2019,73975.0,77,2274,,,,False
SP0502063,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,12/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,13/12/2019,73974.0,77,2274,,,,False
SP0502062,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,12/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,13/12/2019,73973.0,77,2274,,,,False
SP0502061,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,11/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,12/12/2019,73972.0,77,2274,,,,False
SP0502060,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,11/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,12/12/2019,73971.0,77,2274,,,,False
SP0502059,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,11/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,12/12/2019,73970.0,77,2274,,,,False
SP0502058,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,10/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,11/12/2019,73969.0,77,2274,,,,False
SP0502057,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,10/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,11/12/2019,64342.0,77,2274,,,,False
SP0502056,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,09/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,10/12/2019,64341.0,77,2274,,,,False
SP0502055,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,08/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,09/12/2019,64340.0,77,2274,,,,False
SP0502054,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,08/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,09/12/2019,64339.0,77,2274,,,,False
SP0502053,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,£700.00,07/12/2019,Advertising,Facebook Ltd,"Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£700.00,£0.00,,09/12/2019,73968.0,77,2274,,,,False
SP0502052,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£3,360.00",30/11/2019,Campaign broadcasts,Working Word Public Relations Ltd,"Second Floor, East Wing, Ivor House, Cardiff, CF10 2EE, United Kingdom",£0.00,£0.00,"£3,360.00",£0.00,,10/12/2019,73967.0,77,59828,,,,False
SP0502051,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£10,560.00",30/11/2019,Campaign broadcasts,Working Word Public Relations Ltd,"Second Floor, East Wing, Ivor House, Cardiff, CF10 2EE, United Kingdom",£0.00,£0.00,"£10,560.00",£0.00,,10/12/2019,73966.0,77,59828,,,,False
SP0502050,Plaid Cymru,UK Parliamentary general election 12/12/2019,Political Party,"£8,796.00",31/01/2019,Campaign broadcasts,Working Word Public Relations Ltd,"Second Floor, East Wing, Ivor House, Cardiff, CF10 2EE, United Kingdom",£0.00,£0.00,"£8,796.00",£0.00,,28/02/2019,73965.0,77,59828,,,,False
SP0502037,Green Party,UK Parliamentary general election 12/12/2019,Political Party,£0.75,06/12/2019,Advertising,Alexander Boyd Displays,"Lambeg Mills, Lambeg, Lisburn, BT27 5SX, Northern Ireland",£0.00,£0.00,£0.00,£0.75,,06/12/2019,64302.0,305,6657,,,,False
SP0501983,Co-op Party,UK Parliamentary general election 12/12/2019,Political Party,£214.78,15/03/2019,Advertising,Helloprint,"2 06 Clockwise, Edward Pavillion, Liverpool, L3 4AF, United Kingdom",£181.12,£20.06,£13.60,£0.00,,18/03/2019,64301.0,119,65532,,,,False
SP0501875,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£168.00,18/11/2019,Advertising,Cardiff Bay Print,"Cardiff Bay Business Centre Titan Road, Cardiff, CF24 5BZ, Wales",£0.00,£0.00,£168.00,£0.00,,18/11/2019,64171.0,4186,70823,,,,False
SP0500321,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,"£1,500.00",09/12/2019,Advertising,Annabel Mullin,,"£1,337.35",£0.00,£162.65,£0.00,,09/12/2019,63341.0,6667,70069,,,,False
SP0500320,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,"£1,000.00",11/12/2019,Advertising,Overton Group Ltd,"Suite 30, 10 Limasol St, London, SE16 3GE, United Kingdom",£891.57,£0.00,£108.43,£0.00,,11/12/2019,63340.0,6667,70068,,,,False
SP0500319,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,£250.00,12/12/2019,Advertising,David Mogilner,,£222.89,£0.00,£27.11,£0.00,,20/12/2019,63339.0,6667,70043,,,,False
SP0500318,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,£250.00,06/12/2019,Advertising,David Mogilner,,£222.89,£0.00,£27.11,£0.00,,10/12/2019,63338.0,6667,70043,,,,False
